sat_image_path,mask_path,split
images/155_sat.jpg,images/155_mask.png,train
images/156_sat.jpg,images/156_mask.png,train
images/157_sat.jpg,images/157_mask.png,train
images/158_sat.jpg,images/158_mask.png,valid
images/159_sat.jpg,images/159_mask.png,train
images/160_sat.jpg,images/160_mask.png,train
images/161_sat.jpg,images/161_mask.png,train
images/162_sat.jpg,images/162_mask.png,valid
images/163_sat.jpg,images/163_mask.png,test
images/164_sat.jpg,images/164_mask.png,train
images/165_sat.jpg,images/165_mask.png,valid
images/166_sat.jpg,images/166_mask.png,train
images/167_sat.jpg,images/167_mask.png,valid
images/168_sat.jpg,images/168_mask.png,train
images/169_sat.jpg,images/169_mask.png,train
images/170_sat.jpg,images/170_mask.png,valid
images/171_sat.jpg,images/171_mask.png,train
images/172_sat.jpg,images/172_mask.png,train
images/173_sat.jpg,images/173_mask.png,valid
images/174_sat.jpg,images/174_mask.png,train
images/175_sat.jpg,images/175_mask.png,train
images/176_sat.jpg,images/176_mask.png,train
images/177_sat.jpg,images/177_mask.png,valid
images/178_sat.jpg,images/178_mask.png,valid
images/179_sat.jpg,images/179_mask.png,valid
images/180_sat.jpg,images/180_mask.png,train
images/181_sat.jpg,images/181_mask.png,train
images/182_sat.jpg,images/182_mask.png,valid
images/183_sat.jpg,images/183_mask.png,train
images/184_sat.jpg,images/184_mask.png,train
images/185_sat.jpg,images/185_mask.png,test
images/186_sat.jpg,images/186_mask.png,train
images/187_sat.jpg,images/187_mask.png,train
images/188_sat.jpg,images/188_mask.png,train
images/189_sat.jpg,images/189_mask.png,train
images/190_sat.jpg,images/190_mask.png,train
images/191_sat.jpg,images/191_mask.png,train
images/192_sat.jpg,images/192_mask.png,train
images/193_sat.jpg,images/193_mask.png,train
images/194_sat.jpg,images/194_mask.png,train
images/195_sat.jpg,images/195_mask.png,valid
images/196_sat.jpg,images/196_mask.png,train
images/197_sat.jpg,images/197_mask.png,train
images/198_sat.jpg,images/198_mask.png,train
images/199_sat.jpg,images/199_mask.png,test
images/200_sat.jpg,images/200_mask.png,train
images/201_sat.jpg,images/201_mask.png,train
images/202_sat.jpg,images/202_mask.png,train
images/203_sat.jpg,images/203_mask.png,valid
images/204_sat.jpg,images/204_mask.png,train
images/205_sat.jpg,images/205_mask.png,train
images/206_sat.jpg,images/206_mask.png,valid
images/207_sat.jpg,images/207_mask.png,train
images/208_sat.jpg,images/208_mask.png,test
images/209_sat.jpg,images/209_mask.png,train
images/210_sat.jpg,images/210_mask.png,train
images/211_sat.jpg,images/211_mask.png,train
images/212_sat.jpg,images/212_mask.png,valid
images/213_sat.jpg,images/213_mask.png,test
images/214_sat.jpg,images/214_mask.png,test
images/215_sat.jpg,images/215_mask.png,train
images/216_sat.jpg,images/216_mask.png,test
images/217_sat.jpg,images/217_mask.png,train
images/218_sat.jpg,images/218_mask.png,test
images/219_sat.jpg,images/219_mask.png,train
images/220_sat.jpg,images/220_mask.png,train
images/221_sat.jpg,images/221_mask.png,train
images/222_sat.jpg,images/222_mask.png,train
images/223_sat.jpg,images/223_mask.png,test
images/224_sat.jpg,images/224_mask.png,train
images/225_sat.jpg,images/225_mask.png,train
images/226_sat.jpg,images/226_mask.png,valid
images/227_sat.jpg,images/227_mask.png,train
images/228_sat.jpg,images/228_mask.png,valid
images/229_sat.jpg,images/229_mask.png,train
images/230_sat.jpg,images/230_mask.png,train
images/231_sat.jpg,images/231_mask.png,test
images/232_sat.jpg,images/232_mask.png,test
images/233_sat.jpg,images/233_mask.png,test
images/234_sat.jpg,images/234_mask.png,train
images/235_sat.jpg,images/235_mask.png,train
images/236_sat.jpg,images/236_mask.png,train
images/237_sat.jpg,images/237_mask.png,train
images/238_sat.jpg,images/238_mask.png,train
images/239_sat.jpg,images/239_mask.png,train
images/240_sat.jpg,images/240_mask.png,valid
images/241_sat.jpg,images/241_mask.png,valid
images/242_sat.jpg,images/242_mask.png,train
images/243_sat.jpg,images/243_mask.png,train
images/244_sat.jpg,images/244_mask.png,test
images/245_sat.jpg,images/245_mask.png,train
images/246_sat.jpg,images/246_mask.png,test
images/247_sat.jpg,images/247_mask.png,valid
images/248_sat.jpg,images/248_mask.png,test
images/249_sat.jpg,images/249_mask.png,train
images/250_sat.jpg,images/250_mask.png,train
images/251_sat.jpg,images/251_mask.png,test
images/252_sat.jpg,images/252_mask.png,test
images/253_sat.jpg,images/253_mask.png,train
images/254_sat.jpg,images/254_mask.png,valid
images/255_sat.jpg,images/255_mask.png,valid
images/256_sat.jpg,images/256_mask.png,train
images/257_sat.jpg,images/257_mask.png,test
images/258_sat.jpg,images/258_mask.png,test
images/259_sat.jpg,images/259_mask.png,test
images/260_sat.jpg,images/260_mask.png,valid
images/261_sat.jpg,images/261_mask.png,train
images/262_sat.jpg,images/262_mask.png,test
images/263_sat.jpg,images/263_mask.png,valid
images/264_sat.jpg,images/264_mask.png,train
images/265_sat.jpg,images/265_mask.png,valid
images/266_sat.jpg,images/266_mask.png,train
images/267_sat.jpg,images/267_mask.png,train
images/268_sat.jpg,images/268_mask.png,train
images/269_sat.jpg,images/269_mask.png,test
images/270_sat.jpg,images/270_mask.png,train
images/271_sat.jpg,images/271_mask.png,train
images/272_sat.jpg,images/272_mask.png,train
images/273_sat.jpg,images/273_mask.png,test
images/274_sat.jpg,images/274_mask.png,train
images/275_sat.jpg,images/275_mask.png,train
images/276_sat.jpg,images/276_mask.png,test
images/277_sat.jpg,images/277_mask.png,valid
images/278_sat.jpg,images/278_mask.png,train
images/279_sat.jpg,images/279_mask.png,valid
images/280_sat.jpg,images/280_mask.png,train
images/281_sat.jpg,images/281_mask.png,train
images/282_sat.jpg,images/282_mask.png,test
images/283_sat.jpg,images/283_mask.png,train
images/284_sat.jpg,images/284_mask.png,train
images/285_sat.jpg,images/285_mask.png,train
images/286_sat.jpg,images/286_mask.png,train
images/287_sat.jpg,images/287_mask.png,train
images/288_sat.jpg,images/288_mask.png,train
images/289_sat.jpg,images/289_mask.png,train
images/290_sat.jpg,images/290_mask.png,train
images/291_sat.jpg,images/291_mask.png,valid
images/292_sat.jpg,images/292_mask.png,train
images/293_sat.jpg,images/293_mask.png,train
images/294_sat.jpg,images/294_mask.png,train
images/295_sat.jpg,images/295_mask.png,train
images/296_sat.jpg,images/296_mask.png,train
images/297_sat.jpg,images/297_mask.png,valid
images/298_sat.jpg,images/298_mask.png,test
images/299_sat.jpg,images/299_mask.png,test
images/300_sat.jpg,images/300_mask.png,train
images/301_sat.jpg,images/301_mask.png,train
images/302_sat.jpg,images/302_mask.png,train
images/303_sat.jpg,images/303_mask.png,train
images/304_sat.jpg,images/304_mask.png,test
images/305_sat.jpg,images/305_mask.png,valid
images/306_sat.jpg,images/306_mask.png,train
images/307_sat.jpg,images/307_mask.png,train
images/308_sat.jpg,images/308_mask.png,train
images/309_sat.jpg,images/309_mask.png,train
images/310_sat.jpg,images/310_mask.png,train
images/311_sat.jpg,images/311_mask.png,valid
images/312_sat.jpg,images/312_mask.png,train
images/313_sat.jpg,images/313_mask.png,train
images/314_sat.jpg,images/314_mask.png,valid
images/315_sat.jpg,images/315_mask.png,test
images/316_sat.jpg,images/316_mask.png,test
images/317_sat.jpg,images/317_mask.png,valid
images/318_sat.jpg,images/318_mask.png,train
images/319_sat.jpg,images/319_mask.png,train
images/320_sat.jpg,images/320_mask.png,test
images/321_sat.jpg,images/321_mask.png,train
images/322_sat.jpg,images/322_mask.png,train
images/323_sat.jpg,images/323_mask.png,valid
images/324_sat.jpg,images/324_mask.png,train
images/325_sat.jpg,images/325_mask.png,train
images/326_sat.jpg,images/326_mask.png,valid
images/327_sat.jpg,images/327_mask.png,train
images/328_sat.jpg,images/328_mask.png,train
images/329_sat.jpg,images/329_mask.png,train
images/330_sat.jpg,images/330_mask.png,train
images/331_sat.jpg,images/331_mask.png,train
images/332_sat.jpg,images/332_mask.png,test
images/333_sat.jpg,images/333_mask.png,train
images/334_sat.jpg,images/334_mask.png,test
images/335_sat.jpg,images/335_mask.png,test
images/336_sat.jpg,images/336_mask.png,train
images/337_sat.jpg,images/337_mask.png,train
images/338_sat.jpg,images/338_mask.png,test
images/339_sat.jpg,images/339_mask.png,train
images/340_sat.jpg,images/340_mask.png,train
images/341_sat.jpg,images/341_mask.png,train
images/342_sat.jpg,images/342_mask.png,train
images/343_sat.jpg,images/343_mask.png,test
images/344_sat.jpg,images/344_mask.png,train
images/345_sat.jpg,images/345_mask.png,test
images/346_sat.jpg,images/346_mask.png,train
images/347_sat.jpg,images/347_mask.png,test
images/348_sat.jpg,images/348_mask.png,train
images/349_sat.jpg,images/349_mask.png,train
images/350_sat.jpg,images/350_mask.png,valid
images/351_sat.jpg,images/351_mask.png,train
images/352_sat.jpg,images/352_mask.png,test
images/353_sat.jpg,images/353_mask.png,train
images/354_sat.jpg,images/354_mask.png,train
images/355_sat.jpg,images/355_mask.png,train
images/356_sat.jpg,images/356_mask.png,test
images/357_sat.jpg,images/357_mask.png,valid
images/358_sat.jpg,images/358_mask.png,train
images/359_sat.jpg,images/359_mask.png,train
images/360_sat.jpg,images/360_mask.png,train
images/361_sat.jpg,images/361_mask.png,valid
images/362_sat.jpg,images/362_mask.png,train
images/363_sat.jpg,images/363_mask.png,train
images/364_sat.jpg,images/364_mask.png,train
images/365_sat.jpg,images/365_mask.png,train
images/366_sat.jpg,images/366_mask.png,test
images/367_sat.jpg,images/367_mask.png,valid
images/368_sat.jpg,images/368_mask.png,valid
images/369_sat.jpg,images/369_mask.png,valid
images/370_sat.jpg,images/370_mask.png,train
images/371_sat.jpg,images/371_mask.png,train
images/372_sat.jpg,images/372_mask.png,test
images/373_sat.jpg,images/373_mask.png,train
images/374_sat.jpg,images/374_mask.png,train
images/375_sat.jpg,images/375_mask.png,train
images/376_sat.jpg,images/376_mask.png,train
images/377_sat.jpg,images/377_mask.png,train
images/378_sat.jpg,images/378_mask.png,train
images/379_sat.jpg,images/379_mask.png,train
images/380_sat.jpg,images/380_mask.png,test
images/381_sat.jpg,images/381_mask.png,train
images/382_sat.jpg,images/382_mask.png,valid
images/383_sat.jpg,images/383_mask.png,test
images/384_sat.jpg,images/384_mask.png,train
images/385_sat.jpg,images/385_mask.png,valid
images/386_sat.jpg,images/386_mask.png,valid
images/387_sat.jpg,images/387_mask.png,train
images/388_sat.jpg,images/388_mask.png,train
images/389_sat.jpg,images/389_mask.png,test
images/390_sat.jpg,images/390_mask.png,train
images/391_sat.jpg,images/391_mask.png,valid
images/392_sat.jpg,images/392_mask.png,test
images/393_sat.jpg,images/393_mask.png,valid
images/394_sat.jpg,images/394_mask.png,train
images/395_sat.jpg,images/395_mask.png,valid
images/396_sat.jpg,images/396_mask.png,test
images/397_sat.jpg,images/397_mask.png,train
images/398_sat.jpg,images/398_mask.png,train
images/399_sat.jpg,images/399_mask.png,train
images/400_sat.jpg,images/400_mask.png,train
images/401_sat.jpg,images/401_mask.png,train
images/402_sat.jpg,images/402_mask.png,train
images/403_sat.jpg,images/403_mask.png,train
images/404_sat.jpg,images/404_mask.png,train
images/405_sat.jpg,images/405_mask.png,train
images/406_sat.jpg,images/406_mask.png,train
images/407_sat.jpg,images/407_mask.png,train
images/408_sat.jpg,images/408_mask.png,train
images/409_sat.jpg,images/409_mask.png,train
images/410_sat.jpg,images/410_mask.png,test
images/411_sat.jpg,images/411_mask.png,test
images/412_sat.jpg,images/412_mask.png,train
images/413_sat.jpg,images/413_mask.png,valid
images/414_sat.jpg,images/414_mask.png,train
images/415_sat.jpg,images/415_mask.png,test
images/416_sat.jpg,images/416_mask.png,valid
images/417_sat.jpg,images/417_mask.png,test
images/418_sat.jpg,images/418_mask.png,train
images/419_sat.jpg,images/419_mask.png,valid
images/420_sat.jpg,images/420_mask.png,train
images/421_sat.jpg,images/421_mask.png,test
images/422_sat.jpg,images/422_mask.png,train
images/423_sat.jpg,images/423_mask.png,train
images/424_sat.jpg,images/424_mask.png,train
images/425_sat.jpg,images/425_mask.png,train
images/426_sat.jpg,images/426_mask.png,valid
images/427_sat.jpg,images/427_mask.png,train
images/428_sat.jpg,images/428_mask.png,train
images/429_sat.jpg,images/429_mask.png,test
images/430_sat.jpg,images/430_mask.png,train
images/431_sat.jpg,images/431_mask.png,valid
images/432_sat.jpg,images/432_mask.png,test
images/433_sat.jpg,images/433_mask.png,test
images/434_sat.jpg,images/434_mask.png,train
images/435_sat.jpg,images/435_mask.png,valid
images/436_sat.jpg,images/436_mask.png,train
images/437_sat.jpg,images/437_mask.png,train
images/438_sat.jpg,images/438_mask.png,test
images/439_sat.jpg,images/439_mask.png,train
images/440_sat.jpg,images/440_mask.png,train
images/441_sat.jpg,images/441_mask.png,test
images/442_sat.jpg,images/442_mask.png,train
images/443_sat.jpg,images/443_mask.png,train
images/444_sat.jpg,images/444_mask.png,train
images/445_sat.jpg,images/445_mask.png,train
images/446_sat.jpg,images/446_mask.png,train
images/447_sat.jpg,images/447_mask.png,train
images/448_sat.jpg,images/448_mask.png,train
images/449_sat.jpg,images/449_mask.png,train
images/450_sat.jpg,images/450_mask.png,valid
images/451_sat.jpg,images/451_mask.png,train
images/452_sat.jpg,images/452_mask.png,train
images/453_sat.jpg,images/453_mask.png,valid
images/454_sat.jpg,images/454_mask.png,train
images/455_sat.jpg,images/455_mask.png,test
images/456_sat.jpg,images/456_mask.png,valid
images/457_sat.jpg,images/457_mask.png,test
images/458_sat.jpg,images/458_mask.png,valid
images/459_sat.jpg,images/459_mask.png,train
images/460_sat.jpg,images/460_mask.png,train
images/461_sat.jpg,images/461_mask.png,train
images/462_sat.jpg,images/462_mask.png,train
images/463_sat.jpg,images/463_mask.png,valid
images/464_sat.jpg,images/464_mask.png,valid
images/465_sat.jpg,images/465_mask.png,train
images/466_sat.jpg,images/466_mask.png,train
images/467_sat.jpg,images/467_mask.png,train
images/468_sat.jpg,images/468_mask.png,valid
images/469_sat.jpg,images/469_mask.png,valid
images/470_sat.jpg,images/470_mask.png,train
images/471_sat.jpg,images/471_mask.png,valid
images/472_sat.jpg,images/472_mask.png,train
images/473_sat.jpg,images/473_mask.png,valid
images/474_sat.jpg,images/474_mask.png,test
images/475_sat.jpg,images/475_mask.png,valid
images/476_sat.jpg,images/476_mask.png,test
images/477_sat.jpg,images/477_mask.png,valid
images/478_sat.jpg,images/478_mask.png,valid
images/479_sat.jpg,images/479_mask.png,test
images/480_sat.jpg,images/480_mask.png,valid
images/481_sat.jpg,images/481_mask.png,train
images/482_sat.jpg,images/482_mask.png,train
images/483_sat.jpg,images/483_mask.png,train
images/484_sat.jpg,images/484_mask.png,train
images/485_sat.jpg,images/485_mask.png,train
images/486_sat.jpg,images/486_mask.png,train
images/487_sat.jpg,images/487_mask.png,train
images/488_sat.jpg,images/488_mask.png,test
images/489_sat.jpg,images/489_mask.png,train
images/490_sat.jpg,images/490_mask.png,train
images/491_sat.jpg,images/491_mask.png,train
images/492_sat.jpg,images/492_mask.png,train
images/493_sat.jpg,images/493_mask.png,train
images/494_sat.jpg,images/494_mask.png,test
images/495_sat.jpg,images/495_mask.png,train
images/496_sat.jpg,images/496_mask.png,valid
images/497_sat.jpg,images/497_mask.png,train
images/498_sat.jpg,images/498_mask.png,train
images/499_sat.jpg,images/499_mask.png,train
images/500_sat.jpg,images/500_mask.png,train
images/501_sat.jpg,images/501_mask.png,train
images/502_sat.jpg,images/502_mask.png,test
images/503_sat.jpg,images/503_mask.png,valid
images/504_sat.jpg,images/504_mask.png,train
images/505_sat.jpg,images/505_mask.png,train
images/506_sat.jpg,images/506_mask.png,train
images/507_sat.jpg,images/507_mask.png,test
images/508_sat.jpg,images/508_mask.png,train
images/509_sat.jpg,images/509_mask.png,train
images/510_sat.jpg,images/510_mask.png,train
images/511_sat.jpg,images/511_mask.png,test
images/512_sat.jpg,images/512_mask.png,train
images/513_sat.jpg,images/513_mask.png,valid
images/514_sat.jpg,images/514_mask.png,train
images/515_sat.jpg,images/515_mask.png,train
images/516_sat.jpg,images/516_mask.png,train
images/517_sat.jpg,images/517_mask.png,valid
images/518_sat.jpg,images/518_mask.png,test
images/519_sat.jpg,images/519_mask.png,test
images/520_sat.jpg,images/520_mask.png,test
images/521_sat.jpg,images/521_mask.png,test
images/522_sat.jpg,images/522_mask.png,valid
images/523_sat.jpg,images/523_mask.png,train
images/524_sat.jpg,images/524_mask.png,valid
images/525_sat.jpg,images/525_mask.png,valid
images/526_sat.jpg,images/526_mask.png,train
images/527_sat.jpg,images/527_mask.png,test
images/528_sat.jpg,images/528_mask.png,train
images/529_sat.jpg,images/529_mask.png,valid
images/530_sat.jpg,images/530_mask.png,valid
images/531_sat.jpg,images/531_mask.png,train
images/532_sat.jpg,images/532_mask.png,train
images/533_sat.jpg,images/533_mask.png,test
images/534_sat.jpg,images/534_mask.png,test
images/535_sat.jpg,images/535_mask.png,test
images/536_sat.jpg,images/536_mask.png,train
images/537_sat.jpg,images/537_mask.png,valid
images/538_sat.jpg,images/538_mask.png,train
images/539_sat.jpg,images/539_mask.png,valid
images/540_sat.jpg,images/540_mask.png,test
images/541_sat.jpg,images/541_mask.png,valid
images/542_sat.jpg,images/542_mask.png,train
images/543_sat.jpg,images/543_mask.png,valid
images/544_sat.jpg,images/544_mask.png,train
images/545_sat.jpg,images/545_mask.png,test
images/546_sat.jpg,images/546_mask.png,test
images/547_sat.jpg,images/547_mask.png,test
images/548_sat.jpg,images/548_mask.png,test
images/549_sat.jpg,images/549_mask.png,valid
images/550_sat.jpg,images/550_mask.png,train
images/551_sat.jpg,images/551_mask.png,train
images/552_sat.jpg,images/552_mask.png,train
images/553_sat.jpg,images/553_mask.png,train
images/554_sat.jpg,images/554_mask.png,train
images/555_sat.jpg,images/555_mask.png,train
images/556_sat.jpg,images/556_mask.png,valid
images/557_sat.jpg,images/557_mask.png,test
images/558_sat.jpg,images/558_mask.png,test
images/559_sat.jpg,images/559_mask.png,test
images/560_sat.jpg,images/560_mask.png,train
images/561_sat.jpg,images/561_mask.png,train
images/562_sat.jpg,images/562_mask.png,train
images/563_sat.jpg,images/563_mask.png,valid
images/564_sat.jpg,images/564_mask.png,train
images/565_sat.jpg,images/565_mask.png,train
images/566_sat.jpg,images/566_mask.png,train
images/567_sat.jpg,images/567_mask.png,test
images/568_sat.jpg,images/568_mask.png,train
images/569_sat.jpg,images/569_mask.png,train
images/570_sat.jpg,images/570_mask.png,train
images/571_sat.jpg,images/571_mask.png,train
images/572_sat.jpg,images/572_mask.png,train
images/573_sat.jpg,images/573_mask.png,valid
images/574_sat.jpg,images/574_mask.png,valid
images/575_sat.jpg,images/575_mask.png,test
images/576_sat.jpg,images/576_mask.png,train
images/577_sat.jpg,images/577_mask.png,valid
images/578_sat.jpg,images/578_mask.png,train
images/579_sat.jpg,images/579_mask.png,train
images/580_sat.jpg,images/580_mask.png,valid
images/581_sat.jpg,images/581_mask.png,train
images/582_sat.jpg,images/582_mask.png,train
images/583_sat.jpg,images/583_mask.png,train
images/584_sat.jpg,images/584_mask.png,train
images/585_sat.jpg,images/585_mask.png,test
images/586_sat.jpg,images/586_mask.png,train
images/587_sat.jpg,images/587_mask.png,valid
images/588_sat.jpg,images/588_mask.png,train
images/589_sat.jpg,images/589_mask.png,train
images/590_sat.jpg,images/590_mask.png,train
images/591_sat.jpg,images/591_mask.png,train
images/592_sat.jpg,images/592_mask.png,valid
images/593_sat.jpg,images/593_mask.png,train
images/594_sat.jpg,images/594_mask.png,test
images/595_sat.jpg,images/595_mask.png,train
images/596_sat.jpg,images/596_mask.png,test
images/597_sat.jpg,images/597_mask.png,valid
images/598_sat.jpg,images/598_mask.png,test
images/599_sat.jpg,images/599_mask.png,train
images/600_sat.jpg,images/600_mask.png,train
images/601_sat.jpg,images/601_mask.png,train
images/602_sat.jpg,images/602_mask.png,train
images/603_sat.jpg,images/603_mask.png,valid
images/604_sat.jpg,images/604_mask.png,valid
images/605_sat.jpg,images/605_mask.png,train
images/606_sat.jpg,images/606_mask.png,train
images/607_sat.jpg,images/607_mask.png,train
images/608_sat.jpg,images/608_mask.png,valid
images/609_sat.jpg,images/609_mask.png,train
images/610_sat.jpg,images/610_mask.png,test
images/611_sat.jpg,images/611_mask.png,train
images/612_sat.jpg,images/612_mask.png,test
images/613_sat.jpg,images/613_mask.png,train
images/614_sat.jpg,images/614_mask.png,valid
images/615_sat.jpg,images/615_mask.png,valid
images/616_sat.jpg,images/616_mask.png,test
images/617_sat.jpg,images/617_mask.png,valid
images/618_sat.jpg,images/618_mask.png,train
images/619_sat.jpg,images/619_mask.png,train
images/620_sat.jpg,images/620_mask.png,valid
images/621_sat.jpg,images/621_mask.png,train
images/622_sat.jpg,images/622_mask.png,train
images/623_sat.jpg,images/623_mask.png,train
images/624_sat.jpg,images/624_mask.png,train
images/625_sat.jpg,images/625_mask.png,train
images/626_sat.jpg,images/626_mask.png,valid
images/627_sat.jpg,images/627_mask.png,train
images/628_sat.jpg,images/628_mask.png,test
images/629_sat.jpg,images/629_mask.png,test
